zone,promoter,total_m2,n_rooms,n_bathrooms,n_toilets,avg_area_per_room,avg_perimeter_per_room,avg_area_per_bedroom,avg_perimeter_per_bedroom,avg_area_per_bathroom,avg_perimeter_per_bathroom,avg_area_per_toilet,avg_perimeter_per_toilet,area_to_perimeter_ratio,bathroom_area_to_total_area_ratio,bedroom_area_to_total_area_ratio,toilet_area_to_total_area_ratio,kitchen_area_to_total_area_ratio,livingroom_area_to_total_area_ratio,corridor_area_to_total_area_ratio,bathrooms_to_rooms_ratio,toilets_to_rooms_ratio,bedrooms_to_rooms_ratio,livingroom_perimeter_to_total_perimeter_ratio,kitchen_perimeter_to_total_perimeter_ratio,bedroom_perimeter_to_total_perimeter_ratio,bathroom_perimeter_to_total_perimeter_ratio,livingroom_m2,livingroom_p,kitchen_m2,kitchen_p,bathroom1_m2,bathroom1_p,bathroom2_m2,bathroom2_p,bathroom3_m2,bathroom3_p,toilet_m2,toilet_p,bdroom1_m2,bdroom1_p,bdroom2_m2,bdroom2_p,bdroom3_m2,bdroom3_p,bdroom4_m2,bdroom4_p,entrance_m2,entrance_p,corridor_m2,corridor_p,laundry_m2,laundry_p
Navarra,Optima / Ardoi,85.5,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.15,32.36,10.05,13.47,4.2,9.91,0,0,0,0,0,0,14.75,19.77,11.35,15.21,10.35,13.87,7,9.38,3.65,10.04,0,0,0,0
Navarra,Optima / Ardoi,114,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,32.9,44.09,12.7,17.02,4.2,9.91,3.9,9.2,0,0,0,0,16.85,22.58,10.65,14.27,10.4,13.94,9.2,12.33,6.9,18.98,6.3,17.33,0,0
Navarra,Optima / Ardoi,104.45,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.5,32.83,12.8,17.15,4.2,9.91,3.95,9.32,0,0,0,0,16.65,22.31,10.5,14.07,10.3,13.8,9,12.06,6.3,17.33,6.25,17.19,0,0
Navarra,Optima / Ardoi,104,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,26.85,35.98,11.7,15.68,4.4,10.38,3.8,8.97,0,0,0,0,14.05,18.83,10.45,14,10.05,13.47,8.25,11.06,9.4,25.85,5.05,13.89,0,0
Oviedo,Alveum III - Arqura Homes,92.85,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.25,27.14,9.5,12.73,4.23,9.98,4.18,9.86,0,0,0,0,15.87,21.27,11.98,16.05,11.87,15.91,0,0,5.24,14.41,5.79,15.92,3.94,9.3
Oviedo,Alveum III - Arqura Homes,114.89,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,26.29,35.23,12.86,17.23,4.36,10.29,4.28,10.1,0,0,0,0,14.88,19.94,12.48,16.72,12.12,16.24,9.08,12.17,9.43,25.93,6.78,18.65,2.33,5.5
Pamplona,Abaigar Izarra Plaza,73.27,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,23.17,31.05,10.66,14.28,4.05,9.56,3.28,7.74,0,0,0,0,13.46,18.04,12,16.08,0,0,0,0,4.95,13.61,1.7,4.68,0,0
Pamplona,Abaigar Izarra Plaza,64.4,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21.8,29.21,9.37,12.56,4.34,10.24,3.73,8.8,0,0,0,0,11.67,15.64,8.28,11.1,0,0,0,0,2.8,7.7,2.41,6.63,0,0
Pamplona,Abaigar Izarra Plaza,66.65,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.01,29.49,9.37,12.56,4.42,10.43,3.87,9.13,0,0,0,0,11.65,15.61,9.87,13.23,0,0,0,0,3.03,8.33,2.43,6.68,0,0
Pamplona,Abaigar Izarra Plaza,76.89,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21.68,29.05,10.66,14.28,3.62,8.54,3.28,7.74,0,0,0,0,14.2,19.03,11.49,15.4,0,0,0,0,4.25,11.69,7.71,21.2,0,0
Pamplona,Abaigar Izarra Plaza,85.52,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,28,37.52,10.44,13.99,3.73,8.8,3.55,8.38,0,0,0,0,14.74,19.75,11.92,15.97,11.16,14.95,0,0,0,0,1.98,5.45,0,0
Pamplona,Abaigar Izarra Plaza,80.29,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,25.5,34.17,9.53,12.77,3.52,8.31,3.51,8.28,0,0,0,0,14.15,18.96,11.41,15.29,10.66,14.28,0,0,0,0,2.01,5.53,0,0
Pamplona,Abaigar Izarra Plaza,83.43,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,23.67,31.72,10.94,14.66,4.12,9.72,3.93,9.27,0,0,0,0,15.63,20.94,11.8,15.81,11.48,15.38,0,0,0,0,1.86,5.12,0,0
Pamplona,Abaigar Izarra Plaza,81.28,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.96,33.45,9.61,12.88,4.02,9.49,3.57,8.43,0,0,0,0,14.56,19.51,11.4,15.28,11.06,14.82,0,0,0,0,2.1,5.78,0,0
Pamplona,Abaigar Izarra Plaza,96.78,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,29.02,38.89,10.15,13.6,4.09,9.65,4.03,9.51,0,0,0,0,19.16,25.67,12.63,16.92,11.32,15.17,0,0,2.46,6.77,3.92,10.78,0,0
Pamplona,Abaigar Izarra Plaza,96.46,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,28.82,38.62,9.84,13.19,4.09,9.65,4.03,9.51,0,0,0,0,19.16,25.67,12.82,17.18,11.32,15.17,0,0,2.46,6.77,3.92,10.78,0,0
Pamplona,Abaigar Izarra Plaza,91.4,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,26.43,35.42,11.98,16.05,3.8,8.97,3.77,8.9,0,0,0,0,14.87,19.93,11.47,15.37,10.4,13.94,0,0,5.96,16.39,2.72,7.48,0,0
Pamplona,Abaigar Izarra Plaza,82.42,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,23.04,30.87,9.13,12.23,4.04,9.53,3.79,8.94,0,0,0,0,14.91,19.98,10.75,14.41,9.27,12.42,0,0,5.15,14.16,2.34,6.44,0,0
Pamplona,Abaigar Izarra Plaza,89.57,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,25.34,33.96,12.43,16.66,3.88,9.16,3.79,8.94,0,0,0,0,14.86,19.91,10.74,14.39,9.24,12.38,0,0,6.94,19.09,2.35,6.46,0,0
Pamplona,Abaigar Izarra Plaza,89.73,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.48,32.8,10.65,14.27,3.69,8.71,3.49,8.24,0,0,0,0,13.76,18.44,11.79,15.8,10.92,14.63,0,0,2.24,6.16,6.48,17.82,2.23,5.26
Pontevedra,Novolerez - Metrovacesa,115.1,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,33.5,44.89,10.8,14.47,5.1,12.04,4.3,10.15,0,0,0,0,16.2,21.71,10.3,13.8,10.3,13.8,9.8,13.13,3.4,9.35,7,19.25,4.4,10.38
Pontevedra,Novolerez - Metrovacesa,109.7,4,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,32.4,43.42,10.1,13.53,5,11.8,4,9.44,0,0,3,7.08,11.9,15.95,9.6,12.86,9.6,12.86,9.6,12.86,2.9,7.98,8.6,23.65,3,7.08
Pontevedra,Novolerez - Metrovacesa,132.8,4,3,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,37.7,50.52,12.6,16.88,5.8,13.69,5.6,13.22,3.7,8.73,0,0,16,21.44,11.5,15.41,11.3,15.14,11.3,15.14,4.4,12.1,9.1,25.03,3.8,8.97
Sabadell,Essencia de Sabadell / Realia,79.61,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.24,32.48,9.6,12.86,4.24,10.01,0,0,0,0,0,0,11.87,15.91,11.28,15.12,10.79,14.46,0,0,2.59,7.12,5,13.75,0,0
Sabadell,Jardins de Can Gambus - Metrovacesa,106.35,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,44.17,59.19,9.21,12.34,5.39,12.72,4.72,11.14,0,0,0,0,12.27,16.44,8.56,11.47,7.69,10.3,6.07,8.13,4.31,11.85,3.96,10.89,0,0
Sabadell,Essencia de Sabadell / Realia,104.89,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,31.69,42.46,10.89,14.59,4.06,9.58,3.44,8.12,0,0,0,0,13.24,17.74,9.79,13.12,9.67,12.96,8.15,10.92,8.23,22.63,5.73,15.76,0,0
Sabadell,Etna,102,4,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.4,32.7,10.7,14.34,4.9,11.56,4.1,9.68,0,0,2.7,6.37,13.5,18.09,10.2,13.67,9.9,13.27,9.8,13.13,5.1,14.03,6.7,18.43,0,0
Sabadell,Essencia de Sabadell / Realia,107.68,4,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,29.34,39.32,10.57,14.16,4.98,11.75,4.4,10.38,0,0,2.92,6.89,13.7,18.36,9.75,13.07,9.75,13.07,9.59,12.85,4.26,11.72,8.42,23.16,0,0
Sevilla,Jardines de Oriente ,43.1,1,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,15.5,20.77,7.7,10.32,4.5,10.62,0,0,0,0,0,0,12.5,16.75,0,0,0,0,0,0,0,0,2.9,7.98,0,0
Sevilla,Macarena 40 / Aniceto,45.97,1,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.26,24.47,7.86,10.53,4.55,10.74,0,0,0,0,0,0,12.02,16.11,0,0,0,0,0,0,3.28,9.02,0,0,0,0
Sevilla,Pino Montano ,44.7,1,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.2,21.71,7.15,9.58,3.7,8.73,0,0,0,0,0,0,13.35,17.89,0,0,0,0,0,0,4.3,11.83,0,0,0,0
Sevilla,Pino Montano ,52.85,1,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.55,24.86,8.1,10.85,5.3,12.51,0,0,0,0,0,0,14.2,19.03,0,0,0,0,0,0,6.7,18.43,0,0,0,0
Sevilla,Pino Montano Emvisesa,47.65,1,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18,24.12,7.8,10.45,3.5,8.26,0,0,0,0,0,0,11.05,14.81,0,0,0,0,0,0,3.85,10.59,3.45,9.49,0,0
Sevilla,Torreblanca / Alberchigo,54.05,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.21,24.4,7.05,9.45,3.84,9.06,0,0,0,0,0,0,12.06,16.16,11.06,14.82,0,0,0,0,0,0,1.83,5.03,0,0
Sevilla,Pol. Aerpuerto,58.46,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,23.11,30.97,7.42,9.94,3.97,9.37,0,0,0,0,0,0,10.54,14.12,8.92,11.95,0,0,0,0,2.26,6.22,2.24,6.16,0,0
Sevilla,Pino Montano Emvisesa,51.7,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.9,23.99,7,9.38,3.5,8.26,0,0,0,0,0,0,11.4,15.28,7.85,10.52,0,0,0,0,2.2,6.05,1.85,5.09,0,0
Sevilla,Pol. Aerpuerto,58.35,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.4,24.66,7.95,10.65,3.98,9.39,0,0,0,0,0,0,14.54,19.48,8.93,11.97,0,0,0,0,2.3,6.33,2.25,6.19,0,0
Sevilla,SUNP-AE-1,57.31,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.33,24.56,8.23,11.03,3.36,7.93,2.37,5.59,0,0,0,0,12.93,17.33,8.76,11.74,0,0,0,0,1.1,3.03,2.23,6.13,0,0
Sevilla,Pino Montano ,54.9,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.25,21.78,7.15,9.58,4,9.44,0,0,0,0,0,0,13.4,17.96,9.8,13.13,0,0,0,0,4.3,11.83,0,0,0,0
Sevilla,M10 Bermejales,60.9,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.25,23.12,9.55,12.8,3.56,8.4,0,0,0,0,0,0,15.34,20.56,9.16,12.27,0,0,0,0,3.43,9.43,2.61,7.18,0,0
Sevilla,Macarena 40 / Aniceto,57.97,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.62,23.61,7.87,10.55,3.54,8.35,0,0,0,0,0,0,12.63,16.92,9.36,12.54,0,0,0,0,0,0,2.5,6.88,4.45,10.5
Sevilla,M10 Bermejales,53.49,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.19,23.03,7.26,9.73,3.5,8.26,0,0,0,0,0,0,10.45,14,9.82,13.16,0,0,0,0,2.84,7.81,2.43,6.68,0,0
Sevilla,M10 Bermejales,56.91,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.15,22.98,8.6,11.52,3.51,8.28,0,0,0,0,0,0,11.75,15.75,9.96,13.35,0,0,0,0,3.42,9.41,2.52,6.93,0,0
Sevilla,Macarena 40 / Aniceto,53.83,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.38,23.29,7,9.38,4.07,9.61,0,0,0,0,0,0,12.04,16.13,8,10.72,0,0,0,0,3,8.25,2.34,6.44,0,0
Sevilla,SUNP-AE-1,55.39,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.71,22.39,8.01,10.73,4.48,10.57,0,0,0,0,0,0,12.08,16.19,8.72,11.68,0,0,0,0,1.12,3.08,4.27,11.74,0,0
Sevilla,San Jeronimo,59.18,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.3,21.84,13.38,17.93,3.82,9.02,0,0,0,0,0,0,10.33,13.84,8.7,11.66,0,0,0,0,3.17,8.72,3.48,9.57,0,0
Sevilla,Pino Montano ,59.25,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.4,26,7.4,9.92,5,11.8,0,0,0,0,0,0,12.7,17.02,8.8,11.79,0,0,0,0,5.95,16.36,0,0,0,0
Sevilla,Pino Montano Emvisesa,59.85,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.7,25.06,7,9.38,3.5,8.26,0,0,0,0,0,0,14.4,19.3,9.1,12.19,0,0,0,0,3.75,10.31,3.4,9.35,0,0
Sevilla,Coca Cola,64.85,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.5,30.15,8.95,11.99,5.8,13.69,0,0,0,0,0,0,11.95,16.01,8.95,11.99,0,0,0,0,2.6,7.15,4.1,11.28,0,0
Sevilla,Coca Cola,49.6,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.05,21.51,7.15,9.58,4.6,10.86,0,0,0,0,0,0,10.45,14,6.3,8.44,0,0,0,0,2.8,7.7,2.25,6.19,0,0
Sevilla,Torremagna,68,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.3,29.88,7.9,10.59,3.8,8.97,3.2,7.55,0,0,0,0,15.8,21.17,8.5,11.39,0,0,0,0,4.3,11.83,2.2,6.05,0,0
Sevilla,Pino Montano Emvisesa,59.85,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.2,24.39,7.15,9.58,5.15,12.15,0,0,0,0,0,0,12.7,17.02,10.15,13.6,0,0,0,0,3.1,8.53,3.4,9.35,0,0
Sevilla,SUNP-AE-1,56.24,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.33,23.22,7,9.38,4.66,11,0,0,0,0,0,0,12.01,16.09,8.6,11.52,0,0,0,0,0.93,2.56,5.71,15.7,0,0
Sevilla,Palmas Altas Sur,58.5,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.9,22.65,8.25,11.06,4.5,10.62,0,0,0,0,0,0,12.05,16.15,9.35,12.53,0,0,0,0,2.5,6.88,4.95,13.61,0,0
Sevilla,Pino Montano Emvisesa,55.05,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.4,24.66,7,9.38,3.45,8.14,0,0,0,0,0,0,10.4,13.94,8.2,10.99,0,0,0,0,2.25,6.19,5.35,14.71,0,0
Sevilla,Pol. Aerpuerto,57.16,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.68,22.35,7.61,10.2,4.59,10.83,0,0,0,0,0,0,13,17.42,8.1,10.85,0,0,0,0,3.15,8.66,4.03,11.08,0,0
Sevilla,Cisneo Alto,66.74,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.79,25.18,8.93,11.97,4.52,10.67,3.77,8.9,0,0,0,0,14.28,19.14,9.47,12.69,0,0,0,0,2.69,7.4,2.3,6.33,1.99,4.7
Sevilla,San Jeronimo,59.3,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.7,23.72,10.39,13.92,3.82,9.02,0,0,0,0,0,0,10.33,13.84,8.7,11.66,0,0,0,0,4.88,13.42,3.48,9.57,0,0
Sevilla,Pino Montano Emvisesa,57.25,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.2,21.71,7.05,9.45,3.4,8.02,0,0,0,0,0,0,12.8,17.15,9.45,12.66,0,0,0,0,3.55,9.76,4.8,13.2,0,0
Sevilla,Macarena 40 / Aniceto,67.57,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.6,24.92,10.59,14.19,4.9,11.56,0,0,0,0,0,0,12.51,16.76,11.75,15.75,0,0,0,0,4.76,13.09,4.46,12.27,0,0
Sevilla,Cisneo Alto,66.73,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.87,25.29,12.17,16.31,4.63,10.93,0,0,0,0,0,0,12.54,16.8,9.13,12.23,0,0,0,0,6.61,18.18,2.78,7.65,0,0
Sevilla,Pino Montano Emvisesa,59.6,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.15,24.32,7.1,9.51,3.95,9.32,0,0,0,0,0,0,12.2,16.35,9.4,12.6,0,0,0,0,3.8,10.45,5,13.75,0,0
Sevilla,Cros Pirotecnia,61.89,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.78,25.17,8.35,11.19,3.88,9.16,0,0,0,0,0,0,10.67,14.3,10.07,13.49,0,0,0,0,4.52,12.43,3.73,10.26,1.89,4.46
Sevilla,Cros Pirotecnia,59.41,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.78,25.17,6.27,8.4,3.88,9.16,0,0,0,0,0,0,10.67,14.3,10.07,13.49,0,0,0,0,3.82,10.51,3.73,10.26,2.19,5.17
Sevilla,Cros Pirotecnia,63.32,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.21,24.4,6.98,9.35,4.44,10.48,0,0,0,0,0,0,12.17,16.31,10.89,14.59,0,0,0,0,6.38,17.55,2,5.5,2.25,5.31
Sevilla,Cros Pirotecnia,57.44,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.33,21.88,7.19,9.63,3.44,8.12,0,0,0,0,0,0,10.54,14.12,9.5,12.73,0,0,0,0,4.8,13.2,3.75,10.31,1.89,4.46
Sevilla,Pino Montano Emvisesa,57.1,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16,21.44,7,9.38,4.2,9.91,0,0,0,0,0,0,11.1,14.87,8.7,11.66,0,0,0,0,2.8,7.7,5.3,14.58,2,4.72
Sevilla,Cros Pirotecnia,57.24,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.24,23.1,7.19,9.63,3.83,9.04,0,0,0,0,0,0,10.07,13.49,8.21,11,0,0,0,0,4.35,11.96,4.46,12.27,1.89,4.46
Sevilla,Pino Montano Emvisesa,59.45,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.55,22.18,7.35,9.85,4.55,10.74,0,0,0,0,0,0,11.7,15.68,9.1,12.19,0,0,0,0,4.75,13.06,5.45,14.99,0,0
Sevilla,Cros Pirotecnia,56.27,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,16.32,21.87,7.19,9.63,3.83,9.04,0,0,0,0,0,0,10.07,13.49,8.21,11,0,0,0,0,4.35,11.96,4.41,12.13,1.89,4.46
Sevilla,Macarena 40 / Aniceto,68.84,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.31,25.88,8.17,10.95,5.19,12.25,3.63,8.57,0,0,0,0,14.45,19.36,8.22,11.01,0,0,0,0,4.92,13.53,4.95,13.61,0,0
Sevilla,Cros Pirotecnia,60.34,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.64,23.64,6.97,9.34,3.89,9.18,0,0,0,0,0,0,10.41,13.95,8.98,12.03,0,0,0,0,5.11,14.05,5.45,14.99,1.89,4.46
Sevilla,Cros Pirotecnia,66.27,2,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,17.5,23.45,7.81,10.47,5.62,13.26,0,0,0,0,0,0,12.23,16.39,9.11,12.21,0,0,0,0,6.35,17.46,5.76,15.84,1.89,4.46
Sevilla,Macarena 40 / Aniceto,78.63,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.1,29.61,10.95,14.67,4.41,10.41,0,0,0,0,0,0,15.87,21.27,11.4,15.28,8.56,11.47,0,0,3.05,8.39,2.29,6.3,0,0
Sevilla,Palmas Altas Sur,77.4,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.25,32.5,11.3,15.14,5.2,12.27,0,0,0,0,0,0,13.5,18.09,9.3,12.46,8.95,11.99,0,0,0,0,4.9,13.48,0,0
Sevilla,Macarena 40 / Aniceto,73.4,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.62,26.29,7.95,10.65,3.76,8.87,0,0,0,0,0,0,15.97,21.4,10.97,14.7,9.6,12.86,0,0,2.75,7.56,2.78,7.65,0,0
Sevilla,Macarena 40 / Aniceto,80.64,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,25.47,34.13,8.25,11.06,4.03,9.51,0,0,0,0,0,0,17.29,23.17,10.4,13.94,9.05,12.13,0,0,3.35,9.21,2.8,7.7,0,0
Sevilla,Aniceto Saenz,71.08,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.62,26.29,8.08,10.83,3.53,8.33,0,0,0,0,0,0,14.53,19.47,10.97,14.7,8.82,11.82,0,0,2.75,7.56,2.78,7.65,0,0
Sevilla,Macarena 40 / Aniceto,67.26,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.76,25.14,7.34,9.84,3.65,8.61,0,0,0,0,0,0,13.19,17.67,10.36,13.88,8.47,11.35,0,0,2.28,6.27,3.21,8.83,0,0
Sevilla,Macarena 40 / Aniceto,71.91,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.69,26.38,11.87,15.91,4.87,11.49,0,0,0,0,0,0,12.59,16.87,8.84,11.85,8.5,11.39,0,0,2.78,7.65,2.77,7.62,0,0
Sevilla,Macarena 40 / Aniceto,69.37,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.29,27.19,7.14,9.57,3.44,8.12,0,0,0,0,0,0,12.35,16.55,10.89,14.59,8.68,11.63,0,0,2.82,7.76,3.76,10.34,0,0
Sevilla,Palmas Altas Sur,69.45,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.4,26,7.1,9.51,3.85,9.09,0,0,0,0,0,0,12.95,17.35,9.35,12.53,9.35,12.53,0,0,0,0,4.8,13.2,2.65,6.25
Sevilla,Macarena 40 / Aniceto,69.75,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.04,24.17,9.76,13.08,4.61,10.88,3.19,7.53,0,0,0,0,12.92,17.31,8.64,11.58,8.39,11.24,0,0,2.11,5.8,2.09,5.75,0,0
Sevilla,SUNP-AE-1,68.11,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.53,24.83,7.99,10.71,3.36,7.93,2.37,5.59,0,0,0,0,12.93,17.33,8.71,11.67,8.69,11.64,0,0,1.1,3.03,4.43,12.18,0,0
Sevilla,Pol. Aerpuerto,67.98,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.4,26,8.02,10.75,3.56,8.4,2.65,6.25,0,0,0,0,11.94,16,8.94,11.98,8.06,10.8,0,0,2.28,6.27,3.13,8.61,0,0
Sevilla,Pol. Aerpuerto,69.93,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.09,25.58,7.49,10.04,3.52,8.31,2.65,6.25,0,0,0,0,13.13,17.59,9.17,12.29,8.93,11.97,0,0,2.49,6.85,3.46,9.52,0,0
