zone,promoter,total_m2,n_rooms,n_bathrooms,n_toilets,avg_area_per_room,avg_perimeter_per_room,avg_area_per_bedroom,avg_perimeter_per_bedroom,avg_area_per_bathroom,avg_perimeter_per_bathroom,avg_area_per_toilet,avg_perimeter_per_toilet,area_to_perimeter_ratio,bathroom_area_to_total_area_ratio,bedroom_area_to_total_area_ratio,toilet_area_to_total_area_ratio,kitchen_area_to_total_area_ratio,livingroom_area_to_total_area_ratio,corridor_area_to_total_area_ratio,bathrooms_to_rooms_ratio,toilets_to_rooms_ratio,bedrooms_to_rooms_ratio,livingroom_perimeter_to_total_perimeter_ratio,kitchen_perimeter_to_total_perimeter_ratio,bedroom_perimeter_to_total_perimeter_ratio,bathroom_perimeter_to_total_perimeter_ratio,livingroom_m2,livingroom_p,kitchen_m2,kitchen_p,bathroom1_m2,bathroom1_p,bathroom2_m2,bathroom2_p,bathroom3_m2,bathroom3_p,toilet_m2,toilet_p,bdroom1_m2,bdroom1_p,bdroom2_m2,bdroom2_p,bdroom3_m2,bdroom3_p,bdroom4_m2,bdroom4_p,entrance_m2,entrance_p,corridor_m2,corridor_p,laundry_m2,laundry_p
Sevilla,M10 Bermejales,53.49,2,1,0,17.83,22.72666667,10.135,13.58,3.5,8.26,0,0,0.784540921,0.065432791,0.378949336,0,0.135726304,0.32136848,0.045429052,0.5,0,0.666666667,0.337782341,0.142710472,0.39835729,0.121149897,17.19,23.03,7.26,9.73,3.5,8.26,0,0,0,0,0,0,10.45,14,9.82,13.16,0,0,0,0,2.84,7.81,2.43,6.68,0,0
Sevilla,M10 Bermejales,56.91,2,1,0,18.97,23.96,10.855,14.55,3.51,8.28,0,0,0.791736227,0.061676331,0.381479529,0,0.151115797,0.301353014,0.044280443,0.5,0,0.666666667,0.319699499,0.160267112,0.404841402,0.115191987,17.15,22.98,8.6,11.52,3.51,8.28,0,0,0,0,0,0,11.75,15.75,9.96,13.35,0,0,0,0,3.42,9.41,2.52,6.93,0,0
Sevilla,Macarena 40 / Aniceto,53.83,2,1,0,17.94333333,23.04333333,10.02,13.425,4.07,9.61,0,0,0.778677853,0.075608397,0.372283114,0,0.130039012,0.322868289,0.043470184,0.5,0,0.666666667,0.33690149,0.135686388,0.388398669,0.139013453,17.38,23.29,7,9.38,4.07,9.61,0,0,0,0,0,0,12.04,16.13,8,10.72,0,0,0,0,3,8.25,2.34,6.44,0,0
Sevilla,SUNP-AE-1,55.39,2,1,0,18.46333333,23.85333333,10.4,13.935,4.48,10.57,0,0,0.774035774,0.080881025,0.375519047,0,0.144610941,0.301679003,0.077089727,0.5,0,0.666666667,0.312884293,0.149944103,0.389463387,0.147708217,16.71,22.39,8.01,10.73,4.48,10.57,0,0,0,0,0,0,12.08,16.19,8.72,11.68,0,0,0,0,1.12,3.08,4.27,11.74,0,0
Sevilla,San Jeronimo,59.18,2,1,0,19.72666667,24.76333333,9.515,12.75,3.82,9.02,0,0,0.796607888,0.064548834,0.321561338,0,0.226089895,0.275430889,0.05880365,0.5,0,0.666666667,0.293983039,0.24135146,0.343249428,0.121416072,16.3,21.84,13.38,17.93,3.82,9.02,0,0,0,0,0,0,10.33,13.84,8.7,11.66,0,0,0,0,3.17,8.72,3.48,9.57,0,0
Sevilla,Pino Montano ,59.25,2,1,0,19.75,25.51,10.75,14.405,5,11.8,0,0,0.774206194,0.084388186,0.362869198,0,0.124894515,0.32742616,0,0.5,0,0.666666667,0.339736051,0.12962237,0.376453678,0.1541879,19.4,26,7.4,9.92,5,11.8,0,0,0,0,0,0,12.7,17.02,8.8,11.79,0,0,0,0,5.95,16.36,0,0,0,0
Sevilla,Pino Montano Emvisesa,59.85,2,1,0,19.95,24.73,11.75,15.745,3.5,8.26,0,0,0.806712495,0.058479532,0.392648287,0,0.116959064,0.312447786,0.056808688,0.5,0,0.666666667,0.337781372,0.126432134,0.424450735,0.11133576,18.7,25.06,7,9.38,3.5,8.26,0,0,0,0,0,0,14.4,19.3,9.1,12.19,0,0,0,0,3.75,10.31,3.4,9.35,0,0
Sevilla,Coca Cola,64.85,2,1,0,21.61666667,27.94333333,10.45,14,5.8,13.69,0,0,0.773589407,0.089437163,0.32228219,0,0.138010794,0.34695451,0.063222822,0.5,0,0.666666667,0.359656448,0.143027556,0.334009305,0.163306692,22.5,30.15,8.95,11.99,5.8,13.69,0,0,0,0,0,0,11.95,16.01,8.95,11.99,0,0,0,0,2.6,7.15,4.1,11.28,0,0
Sevilla,Coca Cola,49.6,2,1,0,16.53333333,21.46333333,8.375,11.22,4.6,10.86,0,0,0.770305948,0.092741935,0.337701613,0,0.144153226,0.32358871,0.045362903,0.5,0,0.666666667,0.334058084,0.148780867,0.34850132,0.16865973,16.05,21.51,7.15,9.58,4.6,10.86,0,0,0,0,0,0,10.45,14,6.3,8.44,0,0,0,0,2.8,7.7,2.25,6.19,0,0
Sevilla,Torremagna,68,2,2,0,17,22.3875,12.15,16.28,3.5,8.26,0,0,0.759352317,0.102941176,0.357352941,0,0.116176471,0.327941176,0.032352941,1,0,0.5,0.333668342,0.118257956,0.363595757,0.184477945,22.3,29.88,7.9,10.59,3.8,8.97,3.2,7.55,0,0,0,0,15.8,21.17,8.5,11.39,0,0,0,0,4.3,11.83,2.2,6.05,0,0
Sevilla,Pino Montano Emvisesa,59.85,2,1,0,19.95,25.58,11.425,15.31,5.15,12.15,0,0,0.779906177,0.086048454,0.381787803,0,0.11946533,0.304093567,0.056808688,0.5,0,0.666666667,0.317826427,0.124837112,0.399009643,0.158326818,18.2,24.39,7.15,9.58,5.15,12.15,0,0,0,0,0,0,12.7,17.02,10.15,13.6,0,0,0,0,3.1,8.53,3.4,9.35,0,0
Sevilla,SUNP-AE-1,56.24,2,1,0,18.74666667,23.73666667,10.305,13.805,4.66,11,0,0,0.789776717,0.082859175,0.366465149,0,0.124466572,0.30814367,0.101529161,0.5,0,0.666666667,0.326077798,0.131723073,0.387726443,0.154472686,17.33,23.22,7,9.38,4.66,11,0,0,0,0,0,0,12.01,16.09,8.6,11.52,0,0,0,0,0.93,2.56,5.71,15.7,0,0
Sevilla,Palmas Altas Sur,58.5,2,1,0,19.5,24.33666667,10.7,14.34,4.5,10.62,0,0,0.801260101,0.076923077,0.365811966,0,0.141025641,0.288888889,0.084615385,0.5,0,0.666666667,0.310231475,0.151486098,0.392822901,0.145459526,16.9,22.65,8.25,11.06,4.5,10.62,0,0,0,0,0,0,12.05,16.15,9.35,12.53,0,0,0,0,2.5,6.88,4.95,13.61,0,0
Sevilla,Pino Montano Emvisesa,55.05,2,1,0,18.35,22.37,9.3,12.465,3.45,8.14,0,0,0.820295038,0.0626703,0.337874659,0,0.12715713,0.334241599,0.097184378,0.5,0,0.666666667,0.367456415,0.139770526,0.37147966,0.121293399,18.4,24.66,7,9.38,3.45,8.14,0,0,0,0,0,0,10.4,13.94,8.2,10.99,0,0,0,0,2.25,6.19,5.35,14.71,0,0
Sevilla,Pol. Aerpuerto,57.16,2,1,0,19.05333333,23.88333333,10.55,14.135,4.59,10.83,0,0,0.797766923,0.08030091,0.369139258,0,0.133135059,0.291812456,0.070503849,0.5,0,0.666666667,0.311933008,0.142358688,0.394556874,0.151151431,16.68,22.35,7.61,10.2,4.59,10.83,0,0,0,0,0,0,13,17.42,8.1,10.85,0,0,0,0,3.15,8.66,4.03,11.08,0,0
Sevilla,Cisneo Alto,66.74,2,2,0,16.685,22.1375,11.875,15.915,4.145,9.785,0,0,0.753698475,0.124213365,0.355858556,0,0.133802817,0.281540306,0.034462092,1,0,0.5,0.284359119,0.135177866,0.359457933,0.221005082,18.79,25.18,8.93,11.97,4.52,10.67,3.77,8.9,0,0,0,0,14.28,19.14,9.47,12.69,0,0,0,0,2.69,7.4,2.3,6.33,1.99,4.7
Sevilla,San Jeronimo,59.3,2,1,0,19.76666667,24.05333333,9.515,12.75,3.82,9.02,0,0,0.821784922,0.064418212,0.320910624,0,0.175210793,0.298482293,0.058684654,0.5,0,0.666666667,0.328713969,0.192904656,0.353381375,0.125,17.7,23.72,10.39,13.92,3.82,9.02,0,0,0,0,0,0,10.33,13.84,8.7,11.66,0,0,0,0,4.88,13.42,3.48,9.57,0,0
Sevilla,Pino Montano Emvisesa,57.25,2,1,0,19.08333333,22.99666667,11.125,14.905,3.4,8.02,0,0,0.82983041,0.059388646,0.388646288,0,0.123144105,0.282969432,0.083842795,0.5,0,0.666666667,0.314683287,0.136976373,0.432091607,0.116248732,16.2,21.71,7.05,9.45,3.4,8.02,0,0,0,0,0,0,12.8,17.15,9.45,12.66,0,0,0,0,3.55,9.76,4.8,13.2,0,0
Sevilla,Macarena 40 / Aniceto,67.57,2,1,0,22.52333333,27.72666667,12.13,16.255,4.9,11.56,0,0,0.812334696,0.072517389,0.359035075,0,0.156726358,0.27527009,0.066005624,0.5,0,0.666666667,0.299591248,0.170593893,0.390839144,0.138975715,18.6,24.92,10.59,14.19,4.9,11.56,0,0,0,0,0,0,12.51,16.76,11.75,15.75,0,0,0,0,4.76,13.09,4.46,12.27,0,0
Sevilla,Cisneo Alto,66.73,2,1,0,22.24333333,27.18666667,10.835,14.515,4.63,10.93,0,0,0.818170672,0.069384085,0.324741496,0,0.182376742,0.282781358,0.041660423,0.5,0,0.666666667,0.31007847,0.199975478,0.355934282,0.13401177,18.87,25.29,12.17,16.31,4.63,10.93,0,0,0,0,0,0,12.54,16.8,9.13,12.23,0,0,0,0,6.61,18.18,2.78,7.65,0,0
Sevilla,Pino Montano Emvisesa,59.6,2,1,0,19.86666667,24.03333333,10.8,14.475,3.95,9.32,0,0,0.826629681,0.066275168,0.362416107,0,0.119127517,0.304530201,0.083892617,0.5,0,0.666666667,0.337309293,0.131900139,0.401525659,0.12926491,18.15,24.32,7.1,9.51,3.95,9.32,0,0,0,0,0,0,12.2,16.35,9.4,12.6,0,0,0,0,3.8,10.45,5,13.75,0,0
Sevilla,Cros Pirotecnia,61.89,2,1,0,20.63,24.43666667,10.37,13.895,3.88,9.16,0,0,0.844223162,0.062691873,0.33511068,0,0.134916788,0.30344159,0.060268218,0.5,0,0.666666667,0.343336516,0.152639476,0.37907516,0.124948847,18.78,25.17,8.35,11.19,3.88,9.16,0,0,0,0,0,0,10.67,14.3,10.07,13.49,0,0,0,0,4.52,12.43,3.73,10.26,1.89,4.46
Sevilla,Cros Pirotecnia,59.41,2,1,0,19.80333333,23.50666667,10.37,13.895,3.88,9.16,0,0,0.842456041,0.065308871,0.349099478,0,0.105537788,0.316108399,0.062784043,0.5,0,0.666666667,0.356920023,0.119115145,0.394072604,0.129892229,18.78,25.17,6.27,8.4,3.88,9.16,0,0,0,0,0,0,10.67,14.3,10.07,13.49,0,0,0,0,3.82,10.51,3.73,10.26,2.19,5.17
Sevilla,Cros Pirotecnia,63.32,2,1,0,21.10666667,25.04333333,11.53,15.45,4.44,10.48,0,0,0.842805803,0.070120025,0.364181933,0,0.110233733,0.28758686,0.031585597,0.5,0,0.666666667,0.324770398,0.124450952,0.411287102,0.139491548,18.21,24.4,6.98,9.35,4.44,10.48,0,0,0,0,0,0,12.17,16.31,10.89,14.59,0,0,0,0,6.38,17.55,2,5.5,2.25,5.31
Sevilla,Cros Pirotecnia,57.44,2,1,0,19.14666667,22.16,10.02,13.425,3.44,8.12,0,0,0.864019254,0.059888579,0.348885794,0,0.125174095,0.284296657,0.065285515,0.5,0,0.666666667,0.32912154,0.144855596,0.403880866,0.122141998,16.33,21.88,7.19,9.63,3.44,8.12,0,0,0,0,0,0,10.54,14.12,9.5,12.73,0,0,0,0,4.8,13.2,3.75,10.31,1.89,4.46
Sevilla,Pino Montano Emvisesa,57.1,2,1,0,19.03333333,22.42,9.9,13.265,4.2,9.91,0,0,0.848944395,0.073555166,0.34676007,0,0.122591944,0.280210158,0.092819615,0.5,0,0.666666667,0.318763009,0.139458817,0.394439489,0.147338686,16,21.44,7,9.38,4.2,9.91,0,0,0,0,0,0,11.1,14.87,8.7,11.66,0,0,0,0,2.8,7.7,5.3,14.58,2,4.72
Sevilla,Cros Pirotecnia,57.24,2,1,0,19.08,22.08666667,9.14,12.245,3.83,9.04,0,0,0.863869605,0.066911251,0.319357093,0,0.125611461,0.30118798,0.07791754,0.5,0,0.666666667,0.348626622,0.145336553,0.369604588,0.136432237,17.24,23.1,7.19,9.63,3.83,9.04,0,0,0,0,0,0,10.07,13.49,8.21,11,0,0,0,0,4.35,11.96,4.46,12.27,1.89,4.46
Sevilla,Pino Montano Emvisesa,59.45,2,1,0,19.81666667,23.54666667,10.4,13.935,4.55,10.74,0,0,0.841591166,0.076534903,0.349873844,0,0.123633305,0.278385198,0.091673675,0.5,0,0.666666667,0.31398641,0.139439411,0.394535674,0.152038505,16.55,22.18,7.35,9.85,4.55,10.74,0,0,0,0,0,0,11.7,15.68,9.1,12.19,0,0,0,0,4.75,13.06,5.45,14.99,0,0
Sevilla,Cros Pirotecnia,56.27,2,1,0,18.75666667,21.67666667,9.14,12.245,3.83,9.04,0,0,0.865292942,0.068064688,0.324862271,0,0.12777679,0.290030211,0.078372134,0.5,0,0.666666667,0.33630632,0.148085499,0.376595417,0.139012763,16.32,21.87,7.19,9.63,3.83,9.04,0,0,0,0,0,0,10.07,13.49,8.21,11,0,0,0,0,4.35,11.96,4.41,12.13,1.89,4.46
Sevilla,Macarena 40 / Aniceto,68.84,2,2,0,17.21,22.005,11.335,15.185,4.41,10.41,0,0,0.782094978,0.128123184,0.329314352,0,0.118680999,0.28050552,0.071905869,1,0,0.5,0.294024085,0.124403545,0.345035219,0.236537151,19.31,25.88,8.17,10.95,5.19,12.25,3.63,8.57,0,0,0,0,14.45,19.36,8.22,11.01,0,0,0,0,4.92,13.53,4.95,13.61,0,0
Sevilla,Cros Pirotecnia,60.34,2,1,0,20.11333333,22.71333333,9.695,12.99,3.89,9.18,0,0,0.885529792,0.064468015,0.321345708,0,0.115512098,0.292343387,0.090321511,0.5,0,0.666666667,0.346932785,0.137070737,0.381273848,0.13472263,17.64,23.64,6.97,9.34,3.89,9.18,0,0,0,0,0,0,10.41,13.95,8.98,12.03,0,0,0,0,5.11,14.05,5.45,14.99,1.89,4.46
Sevilla,Cros Pirotecnia,66.27,2,1,0,22.09,25.26,10.67,14.3,5.62,13.26,0,0,0.874505146,0.084804587,0.322015995,0,0.117851215,0.264071224,0.086917157,0.5,0,0.666666667,0.309448403,0.138163104,0.377408287,0.174980206,17.5,23.45,7.81,10.47,5.62,13.26,0,0,0,0,0,0,12.23,16.39,9.11,12.21,0,0,0,0,6.35,17.46,5.76,15.84,1.89,4.46
Sevilla,Macarena 40 / Aniceto,78.63,3,1,0,19.6575,25.6775,11.94333333,16.00666667,4.41,10.41,0,0,0.7655535,0.056085464,0.455678494,0,0.139259824,0.281063207,0.029123744,0.333333333,0,0.75,0.288287411,0.142829325,0.467529939,0.101353325,22.1,29.61,10.95,14.67,4.41,10.41,0,0,0,0,0,0,15.87,21.27,11.4,15.28,8.56,11.47,0,0,3.05,8.39,2.29,6.3,0,0
Sevilla,Palmas Altas Sur,77.4,3,1,0,19.35,25.6125,10.58333333,14.18,5.2,12.27,0,0,0.755490483,0.067183463,0.410206718,0,0.145994832,0.313307494,0.063307494,0.333333333,0,0.75,0.317227916,0.147779405,0.41522694,0.119765739,24.25,32.5,11.3,15.14,5.2,12.27,0,0,0,0,0,0,13.5,18.09,9.3,12.46,8.95,11.99,0,0,0,0,4.9,13.48,0,0
Sevilla,Macarena 40 / Aniceto,73.4,3,1,0,18.35,23.6925,12.18,16.32,3.76,8.87,0,0,0.7745067,0.051226158,0.497820163,0,0.108310627,0.267302452,0.037874659,0.333333333,0,0.75,0.277408463,0.112377335,0.516619183,0.09359502,19.62,26.29,7.95,10.65,3.76,8.87,0,0,0,0,0,0,15.97,21.4,10.97,14.7,9.6,12.86,0,0,2.75,7.56,2.78,7.65,0,0
Sevilla,Macarena 40 / Aniceto,80.64,3,1,0,20.16,25.985,12.24666667,16.41333333,4.03,9.51,0,0,0.775832211,0.049975198,0.455605159,0,0.102306548,0.315848214,0.034722222,0.333333333,0,0.75,0.328362517,0.106407543,0.473734847,0.091495093,25.47,34.13,8.25,11.06,4.03,9.51,0,0,0,0,0,0,17.29,23.17,10.4,13.94,9.05,12.13,0,0,3.35,9.21,2.8,7.7,0,0
Sevilla,Aniceto Saenz,71.08,3,1,0,17.77,22.86,11.44,15.33,3.53,8.33,0,0,0.777340332,0.049662352,0.482836241,0,0.113674733,0.276027012,0.039110861,0.333333333,0,0.75,0.287510936,0.11843832,0.502952756,0.091097988,19.62,26.29,8.08,10.83,3.53,8.33,0,0,0,0,0,0,14.53,19.47,10.97,14.7,8.82,11.82,0,0,2.75,7.56,2.78,7.65,0,0
Sevilla,Macarena 40 / Aniceto,67.26,3,1,0,16.815,21.6225,10.67333333,14.3,3.65,8.61,0,0,0.777662157,0.054267023,0.476063039,0,0.109128754,0.278917633,0.047725245,0.333333333,0,0.75,0.290669442,0.113770378,0.4960111,0.099549081,18.76,25.14,7.34,9.84,3.65,8.61,0,0,0,0,0,0,13.19,17.67,10.36,13.88,8.47,11.35,0,0,2.28,6.27,3.21,8.83,0,0
Sevilla,Macarena 40 / Aniceto,71.91,3,1,0,17.9775,23.4725,9.976666667,13.37,4.87,11.49,0,0,0.765896262,0.067723543,0.416214713,0,0.165067445,0.27381449,0.038520373,0.333333333,0,0.75,0.280967089,0.169453616,0.427202045,0.12237725,19.69,26.38,11.87,15.91,4.87,11.49,0,0,0,0,0,0,12.59,16.87,8.84,11.85,8.5,11.39,0,0,2.78,7.65,2.77,7.62,0,0
Sevilla,Macarena 40 / Aniceto,69.37,3,1,0,17.3425,21.9125,10.64,14.25666667,3.44,8.12,0,0,0.79144324,0.04958916,0.460141271,0,0.102926337,0.292489549,0.054202105,0.333333333,0,0.75,0.310211067,0.109184256,0.487963491,0.092641187,20.29,27.19,7.14,9.57,3.44,8.12,0,0,0,0,0,0,12.35,16.55,10.89,14.59,8.68,11.63,0,0,2.82,7.76,3.76,10.34,0,0
Sevilla,Palmas Altas Sur,69.45,3,1,0,17.3625,21.7525,10.55,14.13666667,3.85,9.09,0,0,0.798184117,0.055435565,0.455723542,0,0.102231821,0.279337653,0.069114471,0.333333333,0,0.75,0.298816228,0.109297782,0.48741524,0.10447075,19.4,26,7.1,9.51,3.85,9.09,0,0,0,0,0,0,12.95,17.35,9.35,12.53,9.35,12.53,0,0,0,0,4.8,13.2,2.65,6.25
Sevilla,Macarena 40 / Aniceto,69.75,3,2,0,13.95,19.158,9.983333333,13.37666667,3.9,9.205,0,0,0.72815534,0.111827957,0.429390681,0,0.139928315,0.258637993,0.029964158,0.666666667,0,0.6,0.252322789,0.1365487,0.418937259,0.192191252,18.04,24.17,9.76,13.08,4.61,10.88,3.19,7.53,0,0,0,0,12.92,17.31,8.64,11.58,8.39,11.24,0,0,2.11,5.8,2.09,5.75,0,0
Sevilla,SUNP-AE-1,68.11,3,2,0,13.622,17.94,10.11,13.54666667,2.865,6.76,0,0,0.759308807,0.084128615,0.445309059,0,0.117310233,0.272059903,0.065041844,0.666666667,0,0.6,0.276811594,0.119397993,0.453065775,0.150724638,18.53,24.83,7.99,10.71,3.36,7.93,2.37,5.59,0,0,0,0,12.93,17.33,8.71,11.67,8.69,11.64,0,0,1.1,3.03,4.43,12.18,0,0
Sevilla,Pol. Aerpuerto,67.98,3,2,0,13.596,18.036,9.646666667,12.92666667,3.105,7.325,0,0,0.753825682,0.091350397,0.425713445,0,0.117975875,0.285378052,0.046042954,0.666666667,0,0.6,0.288312264,0.119206032,0.430028831,0.162452872,19.4,26,8.02,10.75,3.56,8.4,2.65,6.25,0,0,0,0,11.94,16,8.94,11.98,8.06,10.8,0,0,2.28,6.27,3.13,8.61,0,0
Sevilla,Pol. Aerpuerto,69.93,3,2,0,13.986,18.406,10.41,13.95,3.085,7.28,0,0,0.759860915,0.088231088,0.446589447,0,0.107107107,0.272987273,0.049478049,0.666666667,0,0.6,0.277952841,0.10909486,0.454743019,0.15820928,19.09,25.58,7.49,10.04,3.52,8.31,2.65,6.25,0,0,0,0,13.13,17.59,9.17,12.29,8.93,11.97,0,0,2.49,6.85,3.46,9.52,0,0
Sevilla,Pol. Aerpuerto,66.76,3,2,0,13.352,17.654,9.723333333,13.03,3.085,7.28,0,0,0.756315849,0.092420611,0.436938286,0,0.111144398,0.275913721,0.049730377,0.666666667,0,0.6,0.279596692,0.11260904,0.442845814,0.164948454,18.42,24.68,7.42,9.94,3.52,8.31,2.65,6.25,0,0,0,0,10.41,13.95,9.86,13.21,8.9,11.93,0,0,2.26,6.22,3.32,9.13,0,0
Sevilla,Cisneo Alto,74.44,3,1,0,18.61,22.8025,11.51666667,15.43333333,3.75,8.85,0,0,0.816138581,0.050376142,0.464132187,0,0.107872112,0.253627082,0.03412144,0.333333333,0,0.75,0.277381866,0.117969521,0.507619779,0.097028835,18.88,25.3,8.03,10.76,3.75,8.85,0,0,0,0,0,0,12.34,16.54,12.08,16.19,10.13,13.57,0,0,4.04,11.11,2.54,6.99,2.65,6.25
Sevilla,Pol. Aerpuerto,66.63,3,2,0,13.326,17.552,9.616666667,12.89,3.015,7.115,0,0,0.759229717,0.090499775,0.432988143,0,0.111361249,0.279153534,0.052078643,0.666666667,0,0.6,0.283956244,0.113263446,0.440633546,0.162146764,18.6,24.92,7.42,9.94,3.58,8.45,2.45,5.78,0,0,0,0,11.61,15.56,8.9,11.93,8.34,11.18,0,0,2.26,6.22,3.47,9.54,0,0
Sevilla,Macarena 40 / Aniceto,70.9,3,1,0,17.725,22.35,10.14333333,13.59333333,4.42,10.43,0,0,0.793064877,0.062341326,0.429196051,0,0.141325811,0.260648801,0.055571227,0.333333333,0,0.75,0.276957494,0.150223714,0.456152125,0.116666667,18.48,24.76,10.02,13.43,4.42,10.43,0,0,0,0,0,0,13.97,18.72,8.46,11.34,8,10.72,0,0,3.61,9.93,3.94,10.84,0,0
Sevilla,Pol. Aerpuerto,68.32,3,2,0,13.664,18.014,9.786666667,13.11333333,3.125,7.375,0,0,0.75852115,0.091481265,0.429742389,0,0.109631148,0.283372365,0.050351288,0.666666667,0,0.6,0.287998224,0.111468858,0.4367714,0.163761519,19.36,25.94,7.49,10.04,3.6,8.5,2.65,6.25,0,0,0,0,11.54,15.46,9.29,12.45,8.53,11.43,0,0,2.42,6.66,3.44,9.46,0,0
Sevilla,Pol. Aerpuerto,66.62,3,2,0,13.324,17.524,9.576666667,12.83,3.085,7.28,0,0,0.760328692,0.09261483,0.431251876,0,0.111377965,0.275893125,0.054938457,0.666666667,0,0.6,0.281100205,0.113444419,0.439283269,0.166172107,18.38,24.63,7.42,9.94,3.52,8.31,2.65,6.25,0,0,0,0,11.59,15.53,9.1,12.19,8.04,10.77,0,0,2.26,6.22,3.66,10.07,0,0
Sevilla,Pino Montano Emvisesa,68.2,3,2,0,13.64,18.066,10.18333333,13.64666667,3.325,7.845,0,0,0.75500941,0.097507331,0.447947214,0,0.10483871,0.263929619,0.053519062,0.666666667,0,0.6,0.267020923,0.106055574,0.453227056,0.173696446,18,24.12,7.15,9.58,3.5,8.26,3.15,7.43,0,0,0,0,12.05,16.15,11.3,15.14,7.2,9.65,0,0,2.2,6.05,3.65,10.04,0,0
Sevilla,Pol. Aerpuerto,67.62,3,2,0,13.524,18.022,9.723333333,13.02666667,3.44,8.115,0,0,0.750416158,0.101745046,0.431381248,0,0.110766046,0.273291925,0.047175392,0.666666667,0,0.6,0.274775275,0.111419376,0.433692154,0.180113195,18.48,24.76,7.49,10.04,4.01,9.46,2.87,6.77,0,0,0,0,13.1,17.55,8.07,10.81,8,10.72,0,0,2.41,6.63,3.19,8.77,0,0
Sevilla,M10 Bermejales,67.95,3,1,1,13.59,17.744,8.593333333,11.51333333,3.82,9.02,2.24,5.29,0.765892696,0.056217807,0.379396615,0.032965416,0.147167035,0.290654893,0.055923473,0.333333333,0.333333333,0.6,0.298354373,0.15103697,0.389314698,0.10166817,19.75,26.47,10,13.4,3.82,9.02,0,0,0,0,2.24,5.29,10.37,13.9,7.72,10.34,7.69,10.3,0,0,2.56,7.04,3.8,10.45,0,0
Sevilla,San Jeronimo,68.84,3,1,1,13.768,17.928,8.97,12.02,3.2,7.55,2.86,6.75,0.767960732,0.046484602,0.39090645,0.041545613,0.142940151,0.28282975,0.057815224,0.333333333,0.333333333,0.6,0.291053101,0.147144132,0.40227577,0.084225792,19.47,26.09,9.84,13.19,3.2,7.55,0,0,0,0,2.86,6.75,11.62,15.57,7.99,10.71,7.3,9.78,0,0,2.58,7.1,3.98,10.95,0,0
Sevilla,Pino Montano Emvisesa,68.95,3,2,0,13.79,17.848,10.43333333,13.98,2.925,6.9,0,0,0.772635589,0.08484409,0.453952139,0,0.101522843,0.261058738,0.062364032,0.666666667,0,0.6,0.270282385,0.105109816,0.469968624,0.154639175,18,24.12,7,9.38,3.45,8.14,2.4,5.66,0,0,0,0,13.15,17.62,9.6,12.86,8.55,11.46,0,0,2.5,6.88,4.3,11.83,0,0
Sevilla,Pino Montano ,70,3,2,0,14,17.892,10.68333333,14.31666667,2.7,6.37,0,0,0.782472613,0.077142857,0.457857143,0,0.1,0.26,0,0.666666667,0,0.6,0.272635815,0.10485133,0.480102839,0.142410016,18.2,24.39,7,9.38,3.4,8.02,2,4.72,0,0,0,0,11.9,15.95,11.5,15.41,8.65,11.59,0,0,7.35,20.21,0,0,0,0
Sevilla,Aniceto Saez,66.78,3,2,0,13.356,17.27,9.776666667,13.10333333,2.855,6.74,0,0,0.773364215,0.085504642,0.439203354,0,0.105121294,0.26984127,0.052111411,0.666666667,0,0.6,0.279675738,0.108975101,0.455240301,0.156108859,18.02,24.15,7.02,9.41,2.86,6.75,2.85,6.73,0,0,0,0,12.31,16.5,8.82,11.82,8.2,10.99,0,0,3.22,8.86,3.48,9.57,0,0
Sevilla,Cisneo Alto,75.3,3,1,0,18.825,23.1125,11.33,15.18333333,4.49,10.6,0,0,0.814494321,0.059628154,0.451394422,0,0.10690571,0.252855246,0.041965471,0.333333333,0,0.75,0.275932937,0.116711736,0.492698756,0.114656571,19.04,25.51,8.05,10.79,4.49,10.6,0,0,0,0,0,0,14.24,19.08,9.97,13.36,9.78,13.11,0,0,3.95,10.86,3.16,8.69,2.62,6.18
Sevilla,Pino Montano ,69.2,3,2,0,13.84,18.066,10.01666667,13.42,3.2,7.55,0,0,0.766079929,0.092485549,0.434248555,0,0.101156069,0.276011561,0,0.666666667,0,0.6,0.283294587,0.10384147,0.445699103,0.16716484,19.1,25.59,7,9.38,3.25,7.67,3.15,7.43,0,0,0,0,11.8,15.81,10.1,13.53,8.15,10.92,0,0,6.65,18.29,0,0,0,0
Sevilla,Macarena 40 / Aniceto,67.91,3,2,0,13.582,18.332,9.806666667,13.14,3.895,9.195,0,0,0.740890247,0.114710646,0.433220439,0,0.103519364,0.268443528,0.046973936,0.666666667,0,0.6,0.266528475,0.102771111,0.430067641,0.200632773,18.23,24.43,7.03,9.42,4.58,10.81,3.21,7.58,0,0,0,0,12.01,16.09,8.87,11.89,8.54,11.44,0,0,2.25,6.19,3.19,8.77,0,0
Sevilla,M10 Bermejales,69.8,3,1,1,13.96,18.354,9.186666667,12.31,4.41,10.41,2.4,5.66,0.760597145,0.063180516,0.394842407,0.034383954,0.143266476,0.271203438,0.056733524,0.333333333,0.333333333,0.6,0.276452,0.146017217,0.402419091,0.113435763,18.93,25.37,10,13.4,4.41,10.41,0,0,0,0,2.4,5.66,10.91,14.62,8.5,11.39,8.15,10.92,0,0,2.54,6.99,3.96,10.89,0,0
