zone,promoter,total_m2,n_rooms,n_bathrooms,n_toilets,avg_area_per_room,avg_perimeter_per_room,avg_area_per_bedroom,avg_perimeter_per_bedroom,avg_area_per_bathroom,avg_perimeter_per_bathroom,avg_area_per_toilet,avg_perimeter_per_toilet,area_to_perimeter_ratio,bathroom_area_to_total_area_ratio,bedroom_area_to_total_area_ratio,toilet_area_to_total_area_ratio,kitchen_area_to_total_area_ratio,livingroom_area_to_total_area_ratio,corridor_area_to_total_area_ratio,bathrooms_to_rooms_ratio,toilets_to_rooms_ratio,bedrooms_to_rooms_ratio,livingroom_perimeter_to_total_perimeter_ratio,kitchen_perimeter_to_total_perimeter_ratio,bedroom_perimeter_to_total_perimeter_ratio,bathroom_perimeter_to_total_perimeter_ratio,livingroom_m2,livingroom_p,kitchen_m2,kitchen_p,bathroom1_m2,bathroom1_p,bathroom2_m2,bathroom2_p,bathroom3_m2,bathroom3_p,toilet_m2,toilet_p,bdroom1_m2,bdroom1_p,bdroom2_m2,bdroom2_p,bdroom3_m2,bdroom3_p,bdroom4_m2,bdroom4_p,entrance_m2,entrance_p,corridor_m2,corridor_p,laundry_m2,laundry_p
Madrid,El Pinar Caleruega - Proceparsa,68.66,2,2,0,17.165,24.3475,12.975,17.385,4.74,11.19,0,0,0.705000513,0.138071657,0.377949315,0,0.094669385,0.342703175,0.046606467,1,0,0.5,0.323749872,0.089434233,0.357018174,0.229797721,23.53,31.53,6.5,8.71,5.07,11.97,4.41,10.41,0,0,0,0,14.13,18.93,11.82,15.84,0,0,0,0,0,0,3.2,8.8,0,0
Madrid,Borea Arroyo Fresno Portablanca / Fcc,77.44,2,1,0,25.81333333,32.02666667,11.955,16.02,4.69,11.07,0,0,0.805995004,0.060563017,0.308755165,0,0.124741736,0.385717975,0.050490702,0.5,0,0.666666667,0.416631973,0.134679434,0.333472107,0.115216486,29.87,40.03,9.66,12.94,4.69,11.07,0,0,0,0,0,0,12.94,17.34,10.97,14.7,0,0,0,0,5.4,14.85,3.91,10.75,0,0
Madrid,Mesena - Metrovacesa ,72.2,2,2,0,18.05,23.9575,12.15,16.28,3.95,9.325,0,0,0.75341751,0.109418283,0.336565097,0,0.155124654,0.306094183,0.033240997,1,0,0.5,0.30898466,0.156631535,0.33976834,0.194615465,22.1,29.61,11.2,15.01,4.1,9.68,3.8,8.97,0,0,0,0,14.6,19.56,9.7,13,0,0,0,0,4.3,11.83,2.4,6.6,0,0
Madrid,El Pinar Caleruega - Proceparsa,95.91,3,2,0,19.182,26.488,11.02333333,14.77333333,5.075,11.975,0,0,0.724176986,0.105828381,0.344802419,0,0.196851215,0.302471067,0.050046919,0.666666667,0,0.6,0.293491392,0.1910299,0.334642102,0.180836605,29.01,38.87,18.88,25.3,5.86,13.83,4.29,10.12,0,0,0,0,13.7,18.36,10.14,13.59,9.23,12.37,0,0,0,0,4.8,13.2,0,0
Madrid,Borea Arroyo Fresno Portablanca / Fcc,84.09,3,1,0,21.0225,27.0025,12.01333333,16.1,4.87,11.49,0,0,0.778539024,0.05791414,0.428588417,0,0.127601379,0.300273516,0.020573195,0.333333333,0,0.75,0.313304324,0.133135821,0.447180817,0.106379039,25.25,33.84,10.73,14.38,4.87,11.49,0,0,0,0,0,0,15.41,20.65,10.67,14.3,9.96,13.35,0,0,5.47,15.04,1.73,4.76,0,0
Madrid,El Pinar Caleruega - Proceparsa,85.76,3,2,0,17.152,23.462,11.45,15.34333333,4.32,10.195,0,0,0.731054471,0.100746269,0.400536381,0,0.133162313,0.309701493,0.055853545,0.666666667,0,0.6,0.303384196,0.130423664,0.392379166,0.173812974,26.56,35.59,11.42,15.3,4.43,10.45,4.21,9.94,0,0,0,0,13.76,18.44,10.46,14.02,10.13,13.57,0,0,0,0,4.79,13.17,0,0
Madrid,Borea Arroyo Fresno Portablanca / Fcc,80.01,3,1,0,20.0025,25.63,12.00666667,16.09,4.82,11.38,0,0,0.780433086,0.06024247,0.450193726,0,0.112485939,0.287339083,0.021372328,0.333333333,0,0.75,0.300526726,0.117635583,0.470834959,0.111002731,22.99,30.81,9,12.06,4.82,11.38,0,0,0,0,0,0,16.56,22.19,10.73,14.38,8.73,11.7,0,0,5.47,15.04,1.71,4.7,0,0
Madrid,Mesena - Metrovacesa ,117.6,4,2,1,16.8,21.85571429,13.75,18.425,4.2,9.915,2.2,5.19,0.768677691,0.071428571,0.467687075,0.018707483,0.095238095,0.24914966,0.049319728,0.5,0.25,0.571428571,0.25661808,0.098110988,0.481730832,0.129616315,29.3,39.26,11.2,15.01,4.8,11.33,3.6,8.5,0,0,2.2,5.19,22.8,30.55,11.1,14.87,10.7,14.34,10.4,13.94,5.7,15.68,5.8,15.95,0,0
Madrid,Borea Arroyo Fresno Portablanca / Fcc,135.25,4,3,0,19.32142857,24.68428571,15.025,20.135,3.683333333,8.693333333,0,0,0.782742057,0.081700555,0.444362292,0,0.092125693,0.27297597,0.051756007,0.75,0,0.571428571,0.286301291,0.096649112,0.466114937,0.150934661,36.92,49.47,12.46,16.7,4.2,9.91,4.08,9.63,2.77,6.54,0,0,21.64,29,12.96,17.37,12.95,17.35,12.55,16.82,7.72,21.23,7,19.25,0,0
Madrid,Borea Arroyo Fresno Portablanca / Fcc,109.12,4,3,0,15.58857143,20.82571429,11.7225,15.71,4.22,9.96,0,0,0.748525175,0.116019062,0.429710411,0,0.101631232,0.261271994,0.046829179,0.75,0,0.571428571,0.262038688,0.101934422,0.431060502,0.204966388,28.51,38.2,11.09,14.86,4.91,11.59,3.97,9.37,3.78,8.92,0,0,16.7,22.38,11.14,14.93,10.11,13.55,8.94,11.98,4.86,13.37,5.11,14.05,0,0
Madrid,Mesena - Metrovacesa ,123.4,4,3,0,17.62857143,22.41285714,12.35,16.55,3.933333333,9.283333333,0,0,0.786538339,0.095623987,0.400324149,0,0.110210697,0.269854133,0.076175041,0.75,0,0.571428571,0.284403085,0.116132322,0.421951686,0.177512907,33.3,44.62,13.6,18.22,4.7,11.09,3.8,8.97,3.3,7.79,0,0,18.7,25.06,10.5,14.07,10.2,13.67,10,13.4,5.9,16.23,9.4,25.85,0,0
Malaga,Zitizen,67,2,2,0,16.75,22.42,11.7,15.675,3.5,8.26,0,0,0.747100803,0.104477612,0.349253731,0,0.131343284,0.334328358,0.026865672,1,0,0.5,0.334745763,0.13146744,0.349576271,0.184210526,22.4,30.02,8.8,11.79,3.5,8.26,3.5,8.26,0,0,0,0,13.8,18.49,9.6,12.86,0,0,0,0,3.6,9.9,1.8,4.95,0,0
Malaga,Zitizen,66.1,2,2,0,16.525,21.75,11.1,14.875,3.5,8.26,0,0,0.759770115,0.105900151,0.335854766,0,0.133131619,0.32677761,0.036308623,1,0,0.5,0.332643678,0.135517241,0.341954023,0.189885057,21.6,28.94,8.8,11.79,3.7,8.73,3.3,7.79,0,0,0,0,12.9,17.29,9.3,12.46,0,0,0,0,4.1,11.28,2.4,6.6,0,0
Malaga,Zitizen,68.3,2,2,0,17.075,22.2025,11.3,15.14,3.4,8.025,0,0,0.769057539,0.099560761,0.330893119,0,0.105417277,0.358711567,0.040995608,1,0,0.5,0.369665578,0.108658935,0.340952595,0.180722892,24.5,32.83,7.2,9.65,3.5,8.26,3.3,7.79,0,0,0,0,13.3,17.82,9.3,12.46,0,0,0,0,4.4,12.1,2.8,7.7,0,0
Malaga,Zitizen,71.8,3,1,0,17.95,22.2775,10.36666667,13.89333333,3.8,8.97,0,0,0.805745708,0.052924791,0.433147632,0,0.118384401,0.281337047,0.058495822,0.333333333,0,0.75,0.303781843,0.127819549,0.467736505,0.100662103,20.2,27.07,8.5,11.39,3.8,8.97,0,0,0,0,0,0,12.8,17.15,9.4,12.6,8.9,11.93,0,0,4,11,4.2,11.55,0,0
Malaga,Zitizen,72.2,3,1,0,18.05,22.2575,10.86666667,14.56,3.6,8.5,0,0,0.810962597,0.049861496,0.451523546,0,0.112188366,0.268698061,0.052631579,0.333333333,0,0.75,0.292036392,0.121869033,0.490621139,0.095473436,19.4,26,8.1,10.85,3.6,8.5,0,0,0,0,0,0,13.7,18.36,9.6,12.86,9.3,12.46,0,0,4.7,12.93,3.8,10.45,0,0
Malaga,Zitizen,72.2,3,1,0,18.05,22.25,10.33333333,13.84666667,3.7,8.73,0,0,0.811235955,0.051246537,0.429362881,0,0.11634349,0.283933518,0.085872576,0.333333333,0,0.75,0.308651685,0.126516854,0.466741573,0.098089888,20.5,27.47,8.4,11.26,3.7,8.73,0,0,0,0,0,0,12.9,17.29,9.3,12.46,8.8,11.79,0,0,2.4,6.6,6.2,17.05,0,0
Manresa,La Llum de Manresa - Metrovacesa,60,2,1,0,20,25.94,10.925,14.64,5.35,12.63,0,0,0.771010023,0.089166667,0.364166667,0,0.140833333,0.305833333,0,0.5,0,0.666666667,0.315985608,0.145463891,0.376252891,0.16229761,18.35,24.59,8.45,11.32,5.35,12.63,0,0,0,0,0,0,12.6,16.88,9.25,12.4,0,0,0,0,6,16.5,0,0,0,0
Navarra,Optima / Ardoi,84.8,3,1,0,21.2,26.765,11.76666667,15.76666667,4.2,9.91,0,0,0.792079208,0.049528302,0.416273585,0,0.135613208,0.303066038,0.050117925,0.333333333,0,0.75,0.321688773,0.143937979,0.441808332,0.092564917,25.7,34.44,11.5,15.41,4.2,9.91,0,0,0,0,0,0,14.05,18.83,10.65,14.27,10.6,14.2,0,0,3.85,10.59,4.25,11.69,0,0
Navarra,Optima / Ardoi,80.3,3,1,0,20.075,24.855,11.6,15.54333333,4.2,9.91,0,0,0.807684571,0.052303861,0.433374844,0,0.120174346,0.278331258,0.041718555,0.333333333,0,0.75,0.301247234,0.130054315,0.469020318,0.099678133,22.35,29.95,9.65,12.93,4.2,9.91,0,0,0,0,0,0,13.65,18.29,11.95,16.01,9.2,12.33,0,0,5.95,16.36,3.35,9.21,0,0
Navarra,Optima / Ardoi,85.5,4,1,0,17.1,22.794,10.8625,14.5575,4.2,9.91,0,0,0.75019742,0.049122807,0.508187135,0,0.11754386,0.28245614,0,0.25,0,0.8,0.283934369,0.118188997,0.510923927,0.086952707,24.15,32.36,10.05,13.47,4.2,9.91,0,0,0,0,0,0,14.75,19.77,11.35,15.21,10.35,13.87,7,9.38,3.65,10.04,0,0,0,0
Navarra,Optima / Ardoi,114,4,2,0,19,23.89,11.775,15.78,4.05,9.555,0,0,0.795311846,0.071052632,0.413157895,0,0.111403509,0.288596491,0.055263158,0.5,0,0.666666667,0.307590345,0.118738663,0.440351612,0.13331938,32.9,44.09,12.7,17.02,4.2,9.91,3.9,9.2,0,0,0,0,16.85,22.58,10.65,14.27,10.4,13.94,9.2,12.33,6.9,18.98,6.3,17.33,0,0
Navarra,Optima / Ardoi,104.45,4,2,0,17.40833333,21.90833333,11.6125,15.56,4.075,9.615,0,0,0.794598707,0.078027764,0.444710388,0,0.122546673,0.234561991,0.059837243,0.5,0,0.666666667,0.249752758,0.130467859,0.473488018,0.146291366,24.5,32.83,12.8,17.15,4.2,9.91,3.95,9.32,0,0,0,0,16.65,22.31,10.5,14.07,10.3,13.8,9,12.06,6.3,17.33,6.25,17.19,0,0
Navarra,Optima / Ardoi,104,4,2,0,17.33333333,21.395,10.7,14.34,4.1,9.675,0,0,0.810158137,0.078846154,0.411538462,0,0.1125,0.258173077,0.048557692,0.5,0,0.666666667,0.280283555,0.122146919,0.446833372,0.150736153,26.85,35.98,11.7,15.68,4.4,10.38,3.8,8.97,0,0,0,0,14.05,18.83,10.45,14,10.05,13.47,8.25,11.06,9.4,25.85,5.05,13.89,0,0
Oviedo,Alveum III - Arqura Homes,92.85,3,2,0,18.57,22.588,13.24,17.74333333,4.205,9.92,0,0,0.822117939,0.090576198,0.427786753,0,0.102315563,0.2180937,0.062358643,0.666666667,0,0.6,0.240304587,0.112714716,0.471312201,0.175668497,20.25,27.14,9.5,12.73,4.23,9.98,4.18,9.86,0,0,0,0,15.87,21.27,11.98,16.05,11.87,15.91,0,0,5.24,14.41,5.79,15.92,3.94,9.3
Oviedo,Alveum III - Arqura Homes,114.89,4,2,0,19.14833333,22.98666667,12.14,16.2675,4.32,10.195,0,0,0.833019142,0.075202367,0.422665158,0,0.111933153,0.228827574,0.059012969,0.5,0,0.666666667,0.255437935,0.124927494,0.471795244,0.147839327,26.29,35.23,12.86,17.23,4.36,10.29,4.28,10.1,0,0,0,0,14.88,19.94,12.48,16.72,12.12,16.24,9.08,12.17,9.43,25.93,6.78,18.65,2.33,5.5
Pamplona,Abaigar Izarra Plaza,73.27,2,2,0,18.3175,24.1875,12.73,17.06,3.665,8.65,0,0,0.757312661,0.100040944,0.347481916,0,0.145489286,0.316227651,0.023201856,1,0,0.5,0.320930233,0.147596899,0.352661499,0.17881137,23.17,31.05,10.66,14.28,4.05,9.56,3.28,7.74,0,0,0,0,13.46,18.04,12,16.08,0,0,0,0,4.95,13.61,1.7,4.68,0,0
Pamplona,Abaigar Izarra Plaza,64.4,2,2,0,16.1,21.8875,9.975,13.37,4.035,9.52,0,0,0.735579669,0.125310559,0.309782609,0,0.145496894,0.338509317,0.03742236,1,0,0.5,0.333637921,0.143460879,0.305425471,0.217475728,21.8,29.21,9.37,12.56,4.34,10.24,3.73,8.8,0,0,0,0,11.67,15.64,8.28,11.1,0,0,0,0,2.8,7.7,2.41,6.63,0,0
Pamplona,Abaigar Izarra Plaza,66.65,2,2,0,16.6625,22.6125,10.76,14.42,4.145,9.78,0,0,0.7368712,0.124381095,0.32288072,0,0.140585146,0.330232558,0.036459115,1,0,0.5,0.326036484,0.138861249,0.318850193,0.216252073,22.01,29.49,9.37,12.56,4.42,10.43,3.87,9.13,0,0,0,0,11.65,15.61,9.87,13.23,0,0,0,0,3.03,8.33,2.43,6.68,0,0
Pamplona,Abaigar Izarra Plaza,76.89,2,2,0,19.2225,23.51,12.845,17.215,3.45,8.14,0,0,0.817630795,0.089738588,0.334113669,0,0.138639615,0.281961243,0.100273117,1,0,0.5,0.308911102,0.151850276,0.3661208,0.173117822,21.68,29.05,10.66,14.28,3.62,8.54,3.28,7.74,0,0,0,0,14.2,19.03,11.49,15.4,0,0,0,0,4.25,11.69,7.71,21.2,0,0
Pamplona,Abaigar Izarra Plaza,85.52,3,2,0,17.104,23.872,12.60666667,16.89,3.64,8.59,0,0,0.716487936,0.085126286,0.442235734,0,0.122076707,0.327408793,0.023152479,0.666666667,0,0.6,0.314343164,0.117208445,0.424514075,0.143934316,28,37.52,10.44,13.99,3.73,8.8,3.55,8.38,0,0,0,0,14.74,19.75,11.92,15.97,11.16,14.95,0,0,0,0,1.98,5.45,0,0
Pamplona,Abaigar Izarra Plaza,80.29,3,2,0,16.058,22.412,12.07333333,16.17666667,3.515,8.295,0,0,0.716491165,0.087557604,0.451114709,0,0.118694732,0.317598705,0.025034251,0.666666667,0,0.6,0.304925933,0.113956809,0.433071569,0.14804569,25.5,34.17,9.53,12.77,3.52,8.31,3.51,8.28,0,0,0,0,14.15,18.96,11.41,15.29,10.66,14.28,0,0,0,0,2.01,5.53,0,0
Pamplona,Abaigar Izarra Plaza,83.43,3,2,0,16.686,23.5,12.97,17.37666667,4.025,9.495,0,0,0.710042553,0.096488074,0.466379,0,0.131127892,0.283710895,0.022294139,0.666666667,0,0.6,0.269957447,0.124765957,0.443659574,0.161617021,23.67,31.72,10.94,14.66,4.12,9.72,3.93,9.27,0,0,0,0,15.63,20.94,11.8,15.81,11.48,15.38,0,0,0,0,1.86,5.12,0,0
Pamplona,Abaigar Izarra Plaza,81.28,3,2,0,16.256,22.772,12.34,16.53666667,3.795,8.96,0,0,0.713859125,0.093380906,0.455462598,0,0.118233268,0.307086614,0.025836614,0.666666667,0,0.6,0.293781837,0.113121377,0.435710522,0.157386264,24.96,33.45,9.61,12.88,4.02,9.49,3.57,8.43,0,0,0,0,14.56,19.51,11.4,15.28,11.06,14.82,0,0,0,0,2.1,5.78,0,0
Pamplona,Abaigar Izarra Plaza,96.78,3,2,0,19.356,25.882,14.37,19.25333333,4.06,9.58,0,0,0.747855653,0.083901633,0.445443273,0,0.104877041,0.299855342,0.040504236,0.666666667,0,0.6,0.300517734,0.105092342,0.446333359,0.148056564,29.02,38.89,10.15,13.6,4.09,9.65,4.03,9.51,0,0,0,0,19.16,25.67,12.63,16.92,11.32,15.17,0,0,2.46,6.77,3.92,10.78,0,0
Pamplona,Abaigar Izarra Plaza,96.46,3,2,0,19.292,25.798,14.43333333,19.34,4.06,9.58,0,0,0.747809908,0.084179971,0.448890732,0,0.102011196,0.298776695,0.040638607,0.666666667,0,0.6,0.299403055,0.102255989,0.44980231,0.148538646,28.82,38.62,9.84,13.19,4.09,9.65,4.03,9.51,0,0,0,0,19.16,25.67,12.82,17.18,11.32,15.17,0,0,2.46,6.77,3.92,10.78,0,0
Pamplona,Abaigar Izarra Plaza,91.4,3,2,0,18.28,23.716,12.24666667,16.41333333,3.785,8.935,0,0,0.770787654,0.082822757,0.401969365,0,0.13107221,0.28916849,0.0297593,0.666666667,0,0.6,0.298701299,0.135351661,0.415247091,0.150699949,26.43,35.42,11.98,16.05,3.8,8.97,3.77,8.9,0,0,0,0,14.87,19.93,11.47,15.37,10.4,13.94,0,0,5.96,16.39,2.72,7.48,0,0
Pamplona,Abaigar Izarra Plaza,82.42,3,2,0,16.484,21.676,11.64333333,15.60333333,3.915,9.235,0,0,0.760472412,0.095001213,0.423804902,0,0.110774084,0.2795438,0.028391167,0.666666667,0,0.6,0.28483115,0.112843698,0.431906256,0.170418896,23.04,30.87,9.13,12.23,4.04,9.53,3.79,8.94,0,0,0,0,14.91,19.98,10.75,14.41,9.27,12.42,0,0,5.15,14.16,2.34,6.44,0,0
Pamplona,Abaigar Izarra Plaza,89.57,3,2,0,17.914,23.08,11.61333333,15.56,3.835,9.05,0,0,0.776169844,0.08563135,0.388969521,0,0.138774143,0.282907223,0.026236463,0.666666667,0,0.6,0.294280763,0.144367418,0.404506066,0.156845754,25.34,33.96,12.43,16.66,3.88,9.16,3.79,8.94,0,0,0,0,14.86,19.91,10.74,14.39,9.24,12.38,0,0,6.94,19.09,2.35,6.46,0,0
Pamplona,Abaigar Izarra Plaza,89.73,3,2,0,17.946,22.578,12.15666667,16.29,3.59,8.475,0,0,0.794844539,0.080017831,0.406441547,0,0.118689402,0.272818455,0.07221665,0.666666667,0,0.6,0.290548321,0.126406236,0.432899282,0.15014616,24.48,32.8,10.65,14.27,3.69,8.71,3.49,8.24,0,0,0,0,13.76,18.44,11.79,15.8,10.92,14.63,0,0,2.24,6.16,6.48,17.82,2.23,5.26
Pontevedra,Novolerez - Metrovacesa,115.1,4,2,0,19.18333333,23.99833333,11.65,15.61,4.7,11.095,0,0,0.799361067,0.081668115,0.404865334,0,0.093831451,0.29105126,0.060816681,0.5,0,0.666666667,0.311757761,0.10049309,0.433641225,0.154107924,33.5,44.89,10.8,14.47,5.1,12.04,4.3,10.15,0,0,0,0,16.2,21.71,10.3,13.8,10.3,13.8,9.8,13.13,3.4,9.35,7,19.25,4.4,10.38
Pontevedra,Novolerez - Metrovacesa,109.7,4,2,1,15.67142857,19.97142857,10.175,13.6325,4.5,10.62,3,7.08,0.784692418,0.082041933,0.371011851,0.027347311,0.09206928,0.295350957,0.078395624,0.5,0.25,0.571428571,0.310586552,0.096781116,0.390057225,0.15193133,32.4,43.42,10.1,13.53,5,11.8,4,9.44,0,0,3,7.08,11.9,15.95,9.6,12.86,9.6,12.86,9.6,12.86,2.9,7.98,8.6,23.65,3,7.08
Pontevedra,Novolerez - Metrovacesa,132.8,4,3,0,18.97142857,24.31,12.525,16.7825,5.033333333,11.88,0,0,0.780396075,0.113704819,0.377259036,0,0.094879518,0.283885542,0.068524096,0.75,0,0.571428571,0.296879591,0.099194923,0.394487865,0.209437621,37.7,50.52,12.6,16.88,5.8,13.69,5.6,13.22,3.7,8.73,0,0,16,21.44,11.5,15.41,11.3,15.14,11.3,15.14,4.4,12.1,9.1,25.03,3.8,8.97
Sabadell,Essencia de Sabadell / Realia,79.61,3,1,0,19.9025,25.21,11.31333333,15.16333333,4.24,10.01,0,0,0.789468465,0.053259641,0.426328351,0,0.120587866,0.304484361,0.06280618,0.333333333,0,0.75,0.322094407,0.127528758,0.45111067,0.099266164,24.24,32.48,9.6,12.86,4.24,10.01,0,0,0,0,0,0,11.87,15.91,11.28,15.12,10.79,14.46,0,0,2.59,7.12,5,13.75,0,0
Sabadell,Jardins de Can Gambus - Metrovacesa,106.35,4,2,0,17.725,23.62166667,8.6475,11.585,5.055,11.93,0,0,0.750370423,0.09506347,0.325246827,0,0.086600846,0.415326751,0.037235543,0.5,0,0.666666667,0.417625062,0.087066958,0.326959712,0.168348268,44.17,59.19,9.21,12.34,5.39,12.72,4.72,11.14,0,0,0,0,12.27,16.44,8.56,11.47,7.69,10.3,6.07,8.13,4.31,11.85,3.96,10.89,0,0
Sabadell,Essencia de Sabadell / Realia,104.89,4,2,0,17.48166667,21.58166667,10.2125,13.685,3.75,8.85,0,0,0.81002394,0.07150348,0.38945562,0,0.103823053,0.302126037,0.054628659,0.5,0,0.666666667,0.327901768,0.112672793,0.422735346,0.136690092,31.69,42.46,10.89,14.59,4.06,9.58,3.44,8.12,0,0,0,0,13.24,17.74,9.79,13.12,9.67,12.96,8.15,10.92,8.23,22.63,5.73,15.76,0,0
Sabadell,Etna,102,4,2,1,14.57142857,18.97285714,10.85,14.54,4.5,10.62,2.7,6.37,0.768014457,0.088235294,0.425490196,0.026470588,0.104901961,0.239215686,0.065686275,0.5,0.25,0.571428571,0.246216399,0.107973797,0.437918831,0.159927716,24.4,32.7,10.7,14.34,4.9,11.56,4.1,9.68,0,0,2.7,6.37,13.5,18.09,10.2,13.67,9.9,13.27,9.8,13.13,5.1,14.03,6.7,18.43,0,0
Sabadell,Essencia de Sabadell / Realia,107.68,4,2,1,15.38285714,19.97857143,10.6975,14.3375,4.69,11.065,2.92,6.89,0.769967823,0.087109955,0.397381129,0.027117385,0.098161218,0.272473997,0.078194651,0.5,0.25,0.571428571,0.281158384,0.101251341,0.410082231,0.158240972,29.34,39.32,10.57,14.16,4.98,11.75,4.4,10.38,0,0,2.92,6.89,13.7,18.36,9.75,13.07,9.75,13.07,9.59,12.85,4.26,11.72,8.42,23.16,0,0
Sevilla,Jardines de Oriente ,43.1,1,1,0,21.55,29.23,12.5,16.75,4.5,10.62,0,0,0.737256244,0.104408353,0.290023202,0,0.178654292,0.35962877,0.067285383,1,0,0.5,0.355285665,0.176530961,0.286520698,0.181662675,15.5,20.77,7.7,10.32,4.5,10.62,0,0,0,0,0,0,12.5,16.75,0,0,0,0,0,0,0,0,2.9,7.98,0,0
Sevilla,Macarena 40 / Aniceto,45.97,1,1,0,22.985,30.925,12.02,16.11,4.55,10.74,0,0,0.743249798,0.098977594,0.261474875,0,0.170981075,0.397215575,0,1,0,0.5,0.3956346,0.170250606,0.260468876,0.173645918,18.26,24.47,7.86,10.53,4.55,10.74,0,0,0,0,0,0,12.02,16.11,0,0,0,0,0,0,3.28,9.02,0,0,0,0
Sevilla,Pino Montano ,44.7,1,1,0,22.35,28.955,13.35,17.89,3.7,8.73,0,0,0.771887412,0.082774049,0.298657718,0,0.159955257,0.362416107,0,1,0,0.5,0.374892074,0.165429114,0.308927646,0.150751166,16.2,21.71,7.15,9.58,3.7,8.73,0,0,0,0,0,0,13.35,17.89,0,0,0,0,0,0,4.3,11.83,0,0,0,0
Sevilla,Pino Montano ,52.85,1,1,0,26.425,33.625,14.2,19.03,5.3,12.51,0,0,0.785873606,0.100283822,0.268684957,0,0.153263955,0.350993377,0,1,0,0.5,0.369665428,0.16133829,0.282973978,0.186022305,18.55,24.86,8.1,10.85,5.3,12.51,0,0,0,0,0,0,14.2,19.03,0,0,0,0,0,0,6.7,18.43,0,0,0,0
Sevilla,Pino Montano Emvisesa,47.65,1,1,0,23.825,28.82,11.05,14.81,3.5,8.26,0,0,0.826682859,0.073452256,0.231899265,0,0.163693599,0.37775446,0.072402938,1,0,0.5,0.418459403,0.18129771,0.256939625,0.143303262,18,24.12,7.8,10.45,3.5,8.26,0,0,0,0,0,0,11.05,14.81,0,0,0,0,0,0,3.85,10.59,3.45,9.49,0,0
Sevilla,Torreblanca / Alberchigo,54.05,2,1,0,18.01666667,24.63,11.56,15.49,3.84,9.06,0,0,0.73149276,0.071045328,0.427752081,0,0.130434783,0.336910268,0.033857539,0.5,0,0.666666667,0.330220598,0.127892814,0.419271891,0.122614698,18.21,24.4,7.05,9.45,3.84,9.06,0,0,0,0,0,0,12.06,16.16,11.06,14.82,0,0,0,0,0,0,1.83,5.03,0,0
Sevilla,Pol. Aerpuerto,58.46,2,1,0,19.48666667,25.45,9.73,13.035,3.97,9.37,0,0,0.765684348,0.067909682,0.332877181,0,0.126924393,0.395313035,0.038316798,0.5,0,0.666666667,0.405631958,0.130189915,0.341453831,0.122724296,23.11,30.97,7.42,9.94,3.97,9.37,0,0,0,0,0,0,10.54,14.12,8.92,11.95,0,0,0,0,2.26,6.22,2.24,6.16,0,0
Sevilla,Pino Montano Emvisesa,51.7,2,1,0,17.23333333,22.47666667,9.625,12.9,3.5,8.26,0,0,0.766721044,0.067698259,0.372340426,0,0.135396518,0.34622824,0.035783366,0.5,0,0.666666667,0.355776361,0.139107222,0.382619012,0.122497405,17.9,23.99,7,9.38,3.5,8.26,0,0,0,0,0,0,11.4,15.28,7.85,10.52,0,0,0,0,2.2,6.05,1.85,5.09,0,0
Sevilla,Pol. Aerpuerto,58.35,2,1,0,19.45,25.38333333,11.735,15.725,3.98,9.39,0,0,0.766250821,0.068209083,0.402227935,0,0.136246787,0.315338475,0.038560411,0.5,0,0.666666667,0.323834537,0.139855548,0.413000657,0.123309258,18.4,24.66,7.95,10.65,3.98,9.39,0,0,0,0,0,0,14.54,19.48,8.93,11.97,0,0,0,0,2.3,6.33,2.25,6.19,0,0
Sevilla,SUNP-AE-1,57.31,2,2,0,14.3275,19.545,10.845,14.535,2.865,6.76,0,0,0.733051931,0.099982551,0.378467981,0,0.143604956,0.31983947,0.038911185,1,0,0.5,0.314146841,0.141084676,0.371834229,0.172934254,18.33,24.56,8.23,11.03,3.36,7.93,2.37,5.59,0,0,0,0,12.93,17.33,8.76,11.74,0,0,0,0,1.1,3.03,2.23,6.13,0,0
Sevilla,Pino Montano ,54.9,2,1,0,18.3,23.96333333,11.6,15.545,4,9.44,0,0,0.763666713,0.072859745,0.422586521,0,0.130236794,0.295992714,0,0.5,0,0.666666667,0.30296286,0.133259146,0.432466268,0.131311726,16.25,21.78,7.15,9.58,4,9.44,0,0,0,0,0,0,13.4,17.96,9.8,13.13,0,0,0,0,4.3,11.83,0,0,0,0
Sevilla,M10 Bermejales,60.9,2,1,0,20.3,25.71666667,12.25,16.415,3.56,8.4,0,0,0.789371355,0.058456486,0.402298851,0,0.15681445,0.283251232,0.042857143,0.5,0,0.666666667,0.299675956,0.165910564,0.425534673,0.108878808,17.25,23.12,9.55,12.8,3.56,8.4,0,0,0,0,0,0,15.34,20.56,9.16,12.27,0,0,0,0,3.43,9.43,2.61,7.18,0,0
Sevilla,Macarena 40 / Aniceto,57.97,2,1,0,19.32333333,23.99,10.995,14.73,3.54,8.35,0,0,0.805474503,0.061066069,0.379334138,0,0.135759876,0.303950319,0.043125755,0.5,0,0.666666667,0.328053356,0.146588856,0.409337224,0.116020564,17.62,23.61,7.87,10.55,3.54,8.35,0,0,0,0,0,0,12.63,16.92,9.36,12.54,0,0,0,0,0,0,2.5,6.88,4.45,10.5
